C60 Categories,Category frequencies,Matrix,Warning from IQ-TREE
12,0.026,Whelan2015_D1,No Warning
13,0.005,Whelan2015_D1,No Warning
14,0.016,Whelan2015_D1,No Warning
15,0.011,Whelan2015_D1,No Warning
16,0.005,Whelan2015_D1,No Warning
17,0.009,Whelan2015_D1,No Warning
18,0.009,Whelan2015_D1,No Warning
19,0.038,Whelan2015_D1,No Warning
20,0.027,Whelan2015_D1,No Warning
21,0.011,Whelan2015_D1,No Warning
22,0.005,Whelan2015_D1,No Warning
23,0.011,Whelan2015_D1,No Warning
24,0.018,Whelan2015_D1,No Warning
25,0.032,Whelan2015_D1,No Warning
26,0.018,Whelan2015_D1,No Warning
27,0.013,Whelan2015_D1,No Warning
28,0.035,Whelan2015_D1,No Warning
29,0.036,Whelan2015_D1,No Warning
30,0.035,Whelan2015_D1,No Warning
31,0.021,Whelan2015_D1,No Warning
32,0.013,Whelan2015_D1,No Warning
33,0.012,Whelan2015_D1,No Warning
34,0.01,Whelan2015_D1,No Warning
35,0.04,Whelan2015_D1,No Warning
36,0.029,Whelan2015_D1,No Warning
37,0.026,Whelan2015_D1,No Warning
38,0.015,Whelan2015_D1,No Warning
39,0.017,Whelan2015_D1,No Warning
40,0.008,Whelan2015_D1,No Warning
41,0.023,Whelan2015_D1,No Warning
42,0.007,Whelan2015_D1,No Warning
43,0.007,Whelan2015_D1,No Warning
44,0.028,Whelan2015_D1,No Warning
45,0.01,Whelan2015_D1,No Warning
46,0.005,Whelan2015_D1,No Warning
47,0.023,Whelan2015_D1,No Warning
48,0.005,Whelan2015_D1,No Warning
49,0.013,Whelan2015_D1,No Warning
50,0.007,Whelan2015_D1,No Warning
51,0.019,Whelan2015_D1,No Warning
52,0.015,Whelan2015_D1,No Warning
53,0.009,Whelan2015_D1,No Warning
54,0.018,Whelan2015_D1,No Warning
55,0.023,Whelan2015_D1,No Warning
56,0.018,Whelan2015_D1,No Warning
57,0.002,Whelan2015_D1,No Warning
58,0.011,Whelan2015_D1,No Warning
59,0.01,Whelan2015_D1,No Warning
60,0.014,Whelan2015_D1,No Warning
1,0.011,Whelan2015_D10,No Warning
2,0.027,Whelan2015_D10,No Warning
3,0.026,Whelan2015_D10,No Warning
4,0.021,Whelan2015_D10,No Warning
5,0.018,Whelan2015_D10,No Warning
6,0.023,Whelan2015_D10,No Warning
7,0.012,Whelan2015_D10,No Warning
8,0.01,Whelan2015_D10,No Warning
9,0.01,Whelan2015_D10,No Warning
10,0.002,Whelan2015_D10,No Warning
11,0.012,Whelan2015_D10,No Warning
12,0.029,Whelan2015_D10,No Warning
13,0.006,Whelan2015_D10,No Warning
14,0.015,Whelan2015_D10,No Warning
15,0.013,Whelan2015_D10,No Warning
16,0.004,Whelan2015_D10,No Warning
17,0.009,Whelan2015_D10,No Warning
18,0.009,Whelan2015_D10,No Warning
19,0.037,Whelan2015_D10,No Warning
20,0.026,Whelan2015_D10,No Warning
21,0.011,Whelan2015_D10,No Warning
22,0.006,Whelan2015_D10,No Warning
23,0.011,Whelan2015_D10,No Warning
24,0.018,Whelan2015_D10,No Warning
25,0.027,Whelan2015_D10,No Warning
26,0.021,Whelan2015_D10,No Warning
27,0.011,Whelan2015_D10,No Warning
28,0.031,Whelan2015_D10,No Warning
29,0.032,Whelan2015_D10,No Warning
30,0.031,Whelan2015_D10,No Warning
31,0.019,Whelan2015_D10,No Warning
32,0.014,Whelan2015_D10,No Warning
33,0.013,Whelan2015_D10,No Warning
34,0.01,Whelan2015_D10,No Warning
35,0.046,Whelan2015_D10,No Warning
36,0.03,Whelan2015_D10,No Warning
37,0.029,Whelan2015_D10,No Warning
38,0.016,Whelan2015_D10,No Warning
39,0.015,Whelan2015_D10,No Warning
40,0.01,Whelan2015_D10,No Warning
41,0.025,Whelan2015_D10,No Warning
42,0.007,Whelan2015_D10,No Warning
43,0.007,Whelan2015_D10,No Warning
44,0.033,Whelan2015_D10,No Warning
45,0.009,Whelan2015_D10,No Warning
46,0.004,Whelan2015_D10,No Warning
47,0.02,Whelan2015_D10,No Warning
48,0.005,Whelan2015_D10,No Warning
49,0.014,Whelan2015_D10,No Warning
50,0.007,Whelan2015_D10,No Warning
51,0.024,Whelan2015_D10,No Warning
52,0.015,Whelan2015_D10,No Warning
53,0.01,Whelan2015_D10,No Warning
54,0.018,Whelan2015_D10,No Warning
55,0.02,Whelan2015_D10,No Warning
56,0.021,Whelan2015_D10,No Warning
57,0.001,Whelan2015_D10,No Warning
58,0.011,Whelan2015_D10,No Warning
59,0.011,Whelan2015_D10,No Warning
60,0.017,Whelan2015_D10,No Warning
1,0.011,Whelan2015_D20,No Warning
2,0.029,Whelan2015_D20,No Warning
3,0.027,Whelan2015_D20,No Warning
4,0.021,Whelan2015_D20,No Warning
5,0.016,Whelan2015_D20,No Warning
6,0.022,Whelan2015_D20,No Warning
7,0.011,Whelan2015_D20,No Warning
8,0.01,Whelan2015_D20,No Warning
9,0.011,Whelan2015_D20,No Warning
10,0.003,Whelan2015_D20,No Warning
11,0.012,Whelan2015_D20,No Warning
12,0.03,Whelan2015_D20,No Warning
13,0.006,Whelan2015_D20,No Warning
14,0.015,Whelan2015_D20,No Warning
15,0.013,Whelan2015_D20,No Warning
16,0.004,Whelan2015_D20,No Warning
17,0.01,Whelan2015_D20,No Warning
18,0.009,Whelan2015_D20,No Warning
19,0.037,Whelan2015_D20,No Warning
20,0.025,Whelan2015_D20,No Warning
21,0.011,Whelan2015_D20,No Warning
22,0.007,Whelan2015_D20,No Warning
23,0.011,Whelan2015_D20,No Warning
24,0.018,Whelan2015_D20,No Warning
25,0.026,Whelan2015_D20,No Warning
26,0.021,Whelan2015_D20,No Warning
27,0.01,Whelan2015_D20,No Warning
28,0.034,Whelan2015_D20,No Warning
29,0.031,Whelan2015_D20,No Warning
30,0.029,Whelan2015_D20,No Warning
31,0.019,Whelan2015_D20,No Warning
32,0.014,Whelan2015_D20,No Warning
33,0.013,Whelan2015_D20,No Warning
34,0.009,Whelan2015_D20,No Warning
35,0.047,Whelan2015_D20,No Warning
36,0.03,Whelan2015_D20,No Warning
37,0.029,Whelan2015_D20,No Warning
38,0.016,Whelan2015_D20,No Warning
39,0.014,Whelan2015_D20,No Warning
40,0.01,Whelan2015_D20,No Warning
41,0.025,Whelan2015_D20,No Warning
42,0.007,Whelan2015_D20,No Warning
43,0.007,Whelan2015_D20,No Warning
44,0.034,Whelan2015_D20,No Warning
45,0.009,Whelan2015_D20,No Warning
46,0.004,Whelan2015_D20,No Warning
47,0.02,Whelan2015_D20,No Warning
48,0.005,Whelan2015_D20,No Warning
49,0.015,Whelan2015_D20,No Warning
50,0.007,Whelan2015_D20,No Warning
51,0.023,Whelan2015_D20,No Warning
52,0.013,Whelan2015_D20,No Warning
53,0.01,Whelan2015_D20,No Warning
54,0.018,Whelan2015_D20,No Warning
55,0.02,Whelan2015_D20,No Warning
56,0.021,Whelan2015_D20,No Warning
57,0.001,Whelan2015_D20,No Warning
58,0.011,Whelan2015_D20,No Warning
59,0.011,Whelan2015_D20,No Warning
60,0.017,Whelan2015_D20,No Warning
1,0.014,Whelan2017_full,No Warning
2,0.029,Whelan2017_full,No Warning
3,0.024,Whelan2017_full,No Warning
4,0.024,Whelan2017_full,No Warning
5,0.013,Whelan2017_full,No Warning
6,0.022,Whelan2017_full,No Warning
7,0.01,Whelan2017_full,No Warning
8,0.009,Whelan2017_full,No Warning
9,0.01,Whelan2017_full,No Warning
10,0.002,Whelan2017_full,No Warning
11,0.011,Whelan2017_full,No Warning
12,0.032,Whelan2017_full,No Warning
13,0.006,Whelan2017_full,No Warning
14,0.014,Whelan2017_full,No Warning
15,0.013,Whelan2017_full,No Warning
16,0.004,Whelan2017_full,No Warning
17,0.011,Whelan2017_full,No Warning
18,0.008,Whelan2017_full,No Warning
19,0.035,Whelan2017_full,No Warning
20,0.022,Whelan2017_full,No Warning
21,0.013,Whelan2017_full,No Warning
22,0.006,Whelan2017_full,No Warning
23,0.011,Whelan2017_full,No Warning
24,0.017,Whelan2017_full,No Warning
25,0.025,Whelan2017_full,No Warning
26,0.022,Whelan2017_full,No Warning
27,0.01,Whelan2017_full,No Warning
28,0.035,Whelan2017_full,No Warning
29,0.033,Whelan2017_full,No Warning
30,0.029,Whelan2017_full,No Warning
31,0.021,Whelan2017_full,No Warning
32,0.015,Whelan2017_full,No Warning
33,0.012,Whelan2017_full,No Warning
34,0.009,Whelan2017_full,No Warning
35,0.047,Whelan2017_full,No Warning
36,0.03,Whelan2017_full,No Warning
37,0.029,Whelan2017_full,No Warning
38,0.018,Whelan2017_full,No Warning
39,0.016,Whelan2017_full,No Warning
40,0.009,Whelan2017_full,No Warning
41,0.025,Whelan2017_full,No Warning
42,0.008,Whelan2017_full,No Warning
43,0.007,Whelan2017_full,No Warning
44,0.039,Whelan2017_full,No Warning
45,0.009,Whelan2017_full,No Warning
46,0.006,Whelan2017_full,No Warning
47,0.018,Whelan2017_full,No Warning
48,0.005,Whelan2017_full,No Warning
49,0.013,Whelan2017_full,No Warning
50,0.008,Whelan2017_full,No Warning
51,0.022,Whelan2017_full,No Warning
52,0.013,Whelan2017_full,No Warning
53,0.01,Whelan2017_full,No Warning
54,0.018,Whelan2017_full,No Warning
55,0.019,Whelan2017_full,No Warning
56,0.022,Whelan2017_full,No Warning
57,0.002,Whelan2017_full,No Warning
58,0.01,Whelan2017_full,No Warning
59,0.008,Whelan2017_full,No Warning
60,0.017,Whelan2017_full,No Warning
1,0.011,Whelan2017_strict,No Warning
2,0.029,Whelan2017_strict,No Warning
3,0.03,Whelan2017_strict,No Warning
4,0.024,Whelan2017_strict,No Warning
5,0.013,Whelan2017_strict,No Warning
6,0.016,Whelan2017_strict,No Warning
7,0.009,Whelan2017_strict,No Warning
8,0.01,Whelan2017_strict,No Warning
9,0.011,Whelan2017_strict,No Warning
10,0.001,Whelan2017_strict,No Warning
11,0.009,Whelan2017_strict,No Warning
12,0.036,Whelan2017_strict,No Warning
13,0.008,Whelan2017_strict,No Warning
14,0.014,Whelan2017_strict,No Warning
15,0.013,Whelan2017_strict,No Warning
16,0.002,Whelan2017_strict,No Warning
17,0.009,Whelan2017_strict,No Warning
18,0.008,Whelan2017_strict,No Warning
19,0.038,Whelan2017_strict,No Warning
20,0.022,Whelan2017_strict,No Warning
21,0.013,Whelan2017_strict,No Warning
22,0.006,Whelan2017_strict,No Warning
23,0.011,Whelan2017_strict,No Warning
24,0.016,Whelan2017_strict,No Warning
25,0.022,Whelan2017_strict,No Warning
26,0.022,Whelan2017_strict,No Warning
27,0.009,Whelan2017_strict,No Warning
28,0.034,Whelan2017_strict,No Warning
29,0.026,Whelan2017_strict,No Warning
30,0.02,Whelan2017_strict,No Warning
31,0.02,Whelan2017_strict,No Warning
32,0.017,Whelan2017_strict,No Warning
33,0.013,Whelan2017_strict,No Warning
34,0.008,Whelan2017_strict,No Warning
35,0.048,Whelan2017_strict,No Warning
36,0.031,Whelan2017_strict,No Warning
37,0.031,Whelan2017_strict,No Warning
38,0.019,Whelan2017_strict,No Warning
39,0.015,Whelan2017_strict,No Warning
40,0.011,Whelan2017_strict,No Warning
41,0.025,Whelan2017_strict,No Warning
42,0.008,Whelan2017_strict,No Warning
43,0.006,Whelan2017_strict,No Warning
44,0.042,Whelan2017_strict,No Warning
45,0.01,Whelan2017_strict,No Warning
46,0.003,Whelan2017_strict,No Warning
47,0.019,Whelan2017_strict,No Warning
48,0.004,Whelan2017_strict,No Warning
49,0.017,Whelan2017_strict,No Warning
50,0.007,Whelan2017_strict,No Warning
51,0.026,Whelan2017_strict,No Warning
52,0.012,Whelan2017_strict,No Warning
53,0.013,Whelan2017_strict,No Warning
54,0.018,Whelan2017_strict,No Warning
55,0.02,Whelan2017_strict,No Warning
56,0.026,Whelan2017_strict,No Warning
57,0.002,Whelan2017_strict,No Warning
58,0.008,Whelan2017_strict,No Warning
59,0.007,Whelan2017_strict,No Warning
60,0.021,Whelan2017_strict,No Warning
